"TermId","TermType","TermLabel","TermSubProperty"
"http://webprotege.stanford.edu/R8ZtVX6jQSZcrXAEVwWowLS",Class,"Biological Systems","http://webprotege.stanford.edu/R8OC2ARIbKoC0or0fKUAd15"
"http://webprotege.stanford.edu/R8ZvyXOroY0G5qU85jJAyIm",Class,"Premise","http://webprotege.stanford.edu/REFkNowRh7kvZZQwV5Y5eL"
"http://webprotege.stanford.edu/R8Zwde3e0QnETmVVA8d4gul",Class,"Homogenous or Uniform versus Distinct parts","http://webprotege.stanford.edu/RaaVxerrzkQVBTvRbtuK7X"
"http://webprotege.stanford.edu/R8a1s9Cy5Pzazq0CJiNAO5m",Class,"p Orbital","http://webprotege.stanford.edu/R8fvb26bv33XMC0aqjHC6fa"
"http://webprotege.stanford.edu/R8a3maicO0OaQgqIIu7UafW",Class,"Prisons","http://webprotege.stanford.edu/R8KcZZMHteRyUAzOlFfaeAh"
"http://webprotege.stanford.edu/R8aNA1HDj5vsA5z2V0RxN0R",Class,"Good or Favourable versus Bad","http://webprotege.stanford.edu/RJD3ZHRlUc4z4J0EodmerF"
"http://webprotege.stanford.edu/R8aWiWHJI867dlsZpAnR9X6",Class,"Colonies","http://webprotege.stanford.edu/RB3Vx1wZS8pRsJDFJ7a1dKs"
"http://webprotege.stanford.edu/R8abhKcoLyOxLlLtl5cnqPM",Class,"Lignite","http://webprotege.stanford.edu/R9VQ2HiGYsKfj0U9dop2sIe"
"http://webprotege.stanford.edu/R8ag9LNZ1Xe1MA976PomXGg",Class,"Hearing","http://webprotege.stanford.edu/R81liRfyPLuiZYtgo28fso2"
"http://webprotege.stanford.edu/R8arjRsp4hegnPrwN7cw5vK",Class,"Individual private","http://webprotege.stanford.edu/R9dvB4JmoaTzrgZ7qSkCOJz"
"http://webprotege.stanford.edu/R8bMpscSrjehvXEToumT889",Class,"Solonetz","http://webprotege.stanford.edu/RmfAjZTpKdmQ14TKmkwIYR"
"http://webprotege.stanford.edu/R8bWKvRyOcC9oXfvPsFleVO",Class,"rugby","http://webprotege.stanford.edu/RWTqiPLpnraqvfy7GPXgvC"
"http://webprotege.stanford.edu/R8bhQHHHWfWtrbOA7kLu7Gs",Class,"Echinodermata","http://webprotege.stanford.edu/R9cbdOwIMeDg4lkXkhGMDqZ"
"http://webprotege.stanford.edu/R8biLuA1xP4Vs0QJJQ8TWC8",Class,"Frame drums","http://webprotege.stanford.edu/R0GbkaIj6xgnjnOk3Gz99x"
"http://webprotege.stanford.edu/R8bl1RMmmgyky4I3Llki9Db",Class,"judo","http://webprotege.stanford.edu/R9kZhL5SqW941rofhEwhXhD"
"http://webprotege.stanford.edu/R8bw4GvOjZ7Voytw1dRfOV0",Class,"Kimberlite","http://webprotege.stanford.edu/RB4KPq6ezB5egCXUBpf5NTH"
"http://webprotege.stanford.edu/R8c9U1tmoXJSdidBNRpkuRc",Class,"Stochastic","http://webprotege.stanford.edu/RgUS9RyVo2C9UujizuqS9R"
"http://webprotege.stanford.edu/R8cUdUDVzrQRye5nEvOt5hA",Class,"Non-intentional relationship","http://webprotege.stanford.edu/RBczEG8Jlv6Db1UZUrSSMEB"
"http://webprotege.stanford.edu/R8cdaGF1IdTrhnBaWBPDL7d",Class,"Two dimensional shapes","http://webprotege.stanford.edu/R98CieWYYUpYSJlXMIHThkq"
"http://webprotege.stanford.edu/R8ctvBGgblMNdAkmCS0yeNh",Class,"Market","http://webprotege.stanford.edu/R8YomJpkwNkiuipZZMFROpI"
"http://webprotege.stanford.edu/R8dBLV4V3bpC8cVA61uUDqY",Class,"Rhodophyta (red algae)","http://webprotege.stanford.edu/RDZuBeS7ulO4ezNV2h5WGVd"
"http://webprotege.stanford.edu/R8dtH2EYsFvpIYub2SvcNeT",Class,"Copyright","http://webprotege.stanford.edu/R9zVHBQgvRpGjCYwDyavboz"
"http://webprotege.stanford.edu/R8dtKynSqKYgjeVUpWRSe9J",Class,"Reacts","http://webprotege.stanford.edu/R79Xbsc0B0oTnRD4LnuzZkT","http://webprotege.stanford.edu/R7MvJSUVGLdH3wU9GG8DyGZ","http://webprotege.stanford.edu/R8RcdSetllBt92nx4nNwd3w","http://webprotege.stanford.edu/R8cUdUDVzrQRye5nEvOt5hA"
"http://webprotege.stanford.edu/R8dx2ziG31577HzKVAsrtw3",Class,"Birth interval (deviation from max.)","http://webprotege.stanford.edu/RBoXWcmLSQE7O0j04ZOmtcM"
"http://webprotege.stanford.edu/R8eD0FpUCvEYri7tlJJeRKK",Class,"handball","http://webprotege.stanford.edu/RWTqiPLpnraqvfy7GPXgvC"
"http://webprotege.stanford.edu/R8eV436d9ntyRsxdwsIgsrN",Class,"Conservatism","http://webprotege.stanford.edu/R7vtcOJw9DTUoe6Y7KTyT3O"
"http://webprotege.stanford.edu/R8ehIcNDidkyAcTusmOmyYF",Class,"Revelation","http://webprotege.stanford.edu/RCgZrYdagXW6SHqWeQC8Sz7"
"http://webprotege.stanford.edu/R8fvb26bv33XMC0aqjHC6fa",Class,"Shape of Orbit","http://webprotege.stanford.edu/RVLjcqFevgzyMGB5R7NdHQ"
"http://webprotege.stanford.edu/R8fx7qzkuR8SVDFgH6bFqoy",Class,"Engineers","http://webprotege.stanford.edu/RIJSkQJfhrF1mxlAobo3Ba"
"http://webprotege.stanford.edu/R8g1inqCHQH77wyvW9cqMd4",Class,"musical scores","http://webprotege.stanford.edu/R76aWnukucd5EGV8oXK4i6G"
"http://webprotege.stanford.edu/R8gBAiQRHcaKXQZsaDpewOv",Class,"Thunderstorm","http://webprotege.stanford.edu/R8oCeNYXq5R65kbIMjsKq0S"
"http://webprotege.stanford.edu/R8gZGDtosZ2p6rVN5zdmADb",Class,"Priapulida","http://webprotege.stanford.edu/R9cbdOwIMeDg4lkXkhGMDqZ"
"http://webprotege.stanford.edu/R8gfJCodecVTA8btnaFyPcN",Class,"State/province governments","http://webprotege.stanford.edu/RDa2PuryaYzcxnRcxV3hJr7"
"http://webprotege.stanford.edu/R8gvkmlYMyW7cper9BryJ1",Class,"Public","http://webprotege.stanford.edu/R9dvB4JmoaTzrgZ7qSkCOJz"
"http://webprotege.stanford.edu/R8h431Z3QcpcdoDSXyrXNXP",Class,"Bankruptcy protection","http://webprotege.stanford.edu/R9dvB4JmoaTzrgZ7qSkCOJz"
"http://webprotege.stanford.edu/R8hDb3IKeLjPcXCw7xE6cwj",Class,"lagoon","http://webprotege.stanford.edu/R8kW6kLcJsY7fRjirq5s2xU"
"http://webprotege.stanford.edu/R8hIlqpfkZ20gSitAUsc5KV",Class,"Ongoing [So ‘drift’ is ongoing change?]","http://webprotege.stanford.edu/RBLdcYx2ucfL75xxbKcxfTb"
"http://webprotege.stanford.edu/R8hcHxG6o1QYIcK8pmbmTgc",Class,"Thaumarchaeota","http://webprotege.stanford.edu/RCxiekkx1jWWDQ0d2wkGu3p"
"http://webprotege.stanford.edu/R8hf2vEXJKp84Sp591Xr6ek",Class,"Archaeological","http://webprotege.stanford.edu/RBJhlHI90KhbdY5vJY74bbH"
"http://webprotege.stanford.edu/R8i9PbUtyxy628fZkB9dLrR",Class,"Topography","http://webprotege.stanford.edu/RCtpZGYxdDyJ5Et6Zt1s9nn"
"http://webprotege.stanford.edu/R8iK6arTd9xUhFBBK2X8QXP",Class,"Experience [Technically, experience and intuition are a distinct method]","http://webprotege.stanford.edu/RBJhlHI90KhbdY5vJY74bbH"
"http://webprotege.stanford.edu/R8iOoZP2tPVqdlFsisgy9Z2",Class,"Fiddle","http://webprotege.stanford.edu/RB7IwS2mlmadL6AhPTk5mm5"
"http://webprotege.stanford.edu/R8iRyjfSVCfW59s7sDZfUjv",Class,"Foresight","http://webprotege.stanford.edu/RCkJfH2u0wWefl4NDY97625"
"http://webprotege.stanford.edu/R8iZYKmLbhLM36JVFzxLv0F",Class,"Frost","http://webprotege.stanford.edu/R8oCeNYXq5R65kbIMjsKq0S"
"http://webprotege.stanford.edu/R8ieddHZWUcjg3txC5U77iI",Class,"Trumpet marine","http://webprotege.stanford.edu/RgUbF1DiYZCzQQQ1ZtTlBZ"
"http://webprotege.stanford.edu/R8jDCmnySZvUA6jD395YsdG",Class,"Free-reed aerophones","http://webprotege.stanford.edu/RDviOW1dbOeQa7jW20glAog"
"http://webprotege.stanford.edu/R8jlg5Gt23hjnlHZq3KJBBJ",Class,"Resentment or bitterness","http://webprotege.stanford.edu/RqiMtnFNsan3Bqa4nlX7oP"
"http://webprotege.stanford.edu/R8jp3FtArReH9gMlcVyQ0MB",Class,"garden for food","http://webprotege.stanford.edu/RBJhvUqYkf4Ywqy4BGVghYA"
"http://webprotege.stanford.edu/R8kC3FVqMnJ0fPdT5fV3Rur",Class,"Surface in general; &apos;earth&apos;","http://webprotege.stanford.edu/RQ9qYZbU4w1RcXfymKbWo4"
"http://webprotege.stanford.edu/R8kLix18qlZJea2cRCJqZx3",Class,"Randomizing some elements","http://webprotege.stanford.edu/RCgDMTOTNvuSQldXN7RWQQy"
"http://webprotege.stanford.edu/R8kW6kLcJsY7fRjirq5s2xU",Class,"Water","http://webprotege.stanford.edu/R8i9PbUtyxy628fZkB9dLrR","http://webprotege.stanford.edu/RB7U1hzYxqSGKhH1AbZjwOq","http://webprotege.stanford.edu/RCr3nsHbYrLlSp3FAoYKkvp"
"http://webprotege.stanford.edu/R8kathmfR44h09ivTqspmca",Class,"Correlation non-linear","http://webprotege.stanford.edu/RCIgt6KuN5CY7eMjhXp8EJ"
"http://webprotege.stanford.edu/R8kfZX8oh4gJukKyfdu7oZk",Class,"Ellipse","http://webprotege.stanford.edu/R9KM61P4Wzmh6MehNVL1A8"
"http://webprotege.stanford.edu/R8kgxD2NcigXqFH7eJeEhnq",Class,"Technosols","http://webprotege.stanford.edu/R7acp2Xp5iywM2gpsFjfCLy"
"http://webprotege.stanford.edu/R8kwmZE2Hplfo0GI8TSPBJl",Class,"Blue collar","http://webprotege.stanford.edu/Rd0917nIcyQYjxJmN4eF83"
"http://webprotege.stanford.edu/R8kyUKSb4dCjQhigvbPoMJc",Class,"Humanities","http://webprotege.stanford.edu/R74zaPuG8eDOyD92EGoSqSC"
"http://webprotege.stanford.edu/R8l0uB3jruQypjGRWT3XNU",Class,"Public Opinion","http://webprotege.stanford.edu/R7IaLsUMm5pGDHypNWt6kX6"
"http://webprotege.stanford.edu/R8lPEwgteqKsvL5uV8mKD09",Class,"Comparative qualities","http://webprotege.stanford.edu/RpyLgrPyaKXMDhT4Hewzjx"
"http://webprotege.stanford.edu/R8lTqKdnkg7VYbLA1jlXgif",Class,"Surveys","http://webprotege.stanford.edu/RCMEyezsWp2vHexri9wfqfZ"
"http://webprotege.stanford.edu/R8lYsboNBbsvPd6jWJLRvjJ",Class,"Painted","http://webprotege.stanford.edu/RBDZVkObKZuGYT1aZUxBGaP"
"http://webprotege.stanford.edu/R8lgbzc5jCGEr5kTfzO3cnv",Class,"Luvisols","http://webprotege.stanford.edu/R9Lvd7SHEGtJqPvwOTPUQnt"
"http://webprotege.stanford.edu/R8lnK9Y0ie2xK4JvmgD3QoX",Class,"Regional","http://webprotege.stanford.edu/R7ryLfjDh2ZFNsxzoQrkmw2"
"http://webprotege.stanford.edu/R8lq3NUjQ0nmpTajbWnRwW4",Class,"Civilized","http://webprotege.stanford.edu/R8YU1BvrBXGP67ID2CGmvaG"
"http://webprotege.stanford.edu/R8lyDLeCqhc5agQdAtOZudA",Class,"oils","http://webprotege.stanford.edu/R8CK51AVqcnfEH6dxusmnVd"
"http://webprotege.stanford.edu/R8m8JeAtOKxj0cOATSzUuC1",Class,"Suburbs","http://webprotege.stanford.edu/R8UhGJdcV4YEvH5FO3OUzVB"
"http://webprotege.stanford.edu/R8mE7T8Jr3WKYpxYCG9uf3t",Class,"Foundation","http://webprotege.stanford.edu/RDnShUJ3stF3MkxwhMQqHef"
"http://webprotege.stanford.edu/R8mQPtind27wzE7RobvZ1X0",Class,"Familiar or Normal or Standard","http://webprotege.stanford.edu/RCdaHJ9MJI8thNhpJJNwOxB"
"http://webprotege.stanford.edu/R8mwhx24HrmC4vJAyaDzdIs",Class,"Stretch","http://webprotege.stanford.edu/R9eAHUQ3BdbhwtOK6FlaB1U"
"http://webprotege.stanford.edu/R8nIpDIuKBeKMlmCHt2jYh1",Class,"cemetery","http://webprotege.stanford.edu/RBJhvUqYkf4Ywqy4BGVghYA"
"http://webprotege.stanford.edu/R8nj1hkrtPfj3dUVewu0T8t",Class,"Professors","http://webprotege.stanford.edu/RIJSkQJfhrF1mxlAobo3Ba"
"http://webprotege.stanford.edu/R8npez7DSITtBpPw5YhUlhf",Class,"giant stars","http://webprotege.stanford.edu/Rgkedpw04UMxSumvN5j30j"
"http://webprotege.stanford.edu/R8nwC3vWYxgJpTBQvOddaCv",Class,"Sites","http://webprotege.stanford.edu/R8UhGJdcV4YEvH5FO3OUzVB"
"http://webprotege.stanford.edu/R8o377ofQ5UHwZLwC9KpNCE",Class,"Descriptive Chemical Compounds","http://webprotege.stanford.edu/RDCAAWmQMo0CfZyrJlgE2oo"
"http://webprotege.stanford.edu/R8oCeNYXq5R65kbIMjsKq0S",Class,"Precipitation","http://webprotege.stanford.edu/RCMEQ9L1XmAvscoRy4EfUB9"
"http://webprotege.stanford.edu/R8oFbpW53x7KFiX8ygLENUF",Class,"skydiving","http://webprotege.stanford.edu/RC21JFeYyn8J3y0ylVVjohY"
"http://webprotege.stanford.edu/R8oLufgzW2aVe9MVPTdYifr",Class,"stamp (emboss)","http://webprotege.stanford.edu/RDVzYPYMqHAsoS7XoLTq14j"
"http://webprotege.stanford.edu/R8oMJhyeSKWknOEVa3GdUwD",Class,"Curves of genus 1","http://webprotege.stanford.edu/R7rlROvwAItllgEur4QjzTv"
"http://webprotege.stanford.edu/R8oRdqHukqHtIFNcNVj8Qcb",Class,"Respiration","http://webprotege.stanford.edu/R9HqVcor0s21t5WnzvzTA6k"
"http://webprotege.stanford.edu/R8oaKC1fVZM5ZqzQ4q7VWLb",Class,"Graphical representation","http://webprotege.stanford.edu/Rcamqta4gbA1g33xHMULo5"
"http://webprotege.stanford.edu/R8ojMxrM7173PKi8GrvxMy3",Class,"acute","http://webprotege.stanford.edu/R9F0GJ0VrBHXJwRRf6yEY0F"
"http://webprotege.stanford.edu/R8op2slYLHQnLFcTRDpgLDV",Class,"Black (from Africa)","http://webprotege.stanford.edu/RCVBvljAhxXF79fi8oDdrKQ"
"http://webprotege.stanford.edu/R8or2V7OmLBMIxegH8u3m4N",Class,"Soils with stagnating water","http://webprotege.stanford.edu/RB37n0oIuZ7YU1DoQ46iv3x"
"http://webprotege.stanford.edu/R8osvQmTiJZOxHVTlhi1TA8",Class,"Esters","http://webprotege.stanford.edu/RDjzWtL1gFIFRnFmsEE6vxh"
"http://webprotege.stanford.edu/R8pHuN87OYKIek7CkzBzBuL",Class,"regions, codon, exon, intron, operon, regulatory sequence","http://webprotege.stanford.edu/RChCenfqW28cf7clIlhak2Z"
"http://webprotege.stanford.edu/R8ppta56fGc4SkXmTy8Ted0",Class,"Other Personality Dimensions","http://webprotege.stanford.edu/RDHmfmJ3HqdsvB1ky6CyiTr"
"http://webprotege.stanford.edu/R8q9bzKETeqhJS7zvYEwibO",Class,"polyhedral with flat faces (c. cube, d. cuboid (six sides), etc.)","http://webprotege.stanford.edu/R9nAmJGdGKOTpJigRS8oAD9"
"http://webprotege.stanford.edu/R8qRt3MRO36CMyQOntUjQUv",Class,"Upper houses","http://webprotege.stanford.edu/R7xhVYj2wutUHxCRdBvE53S"
"http://webprotege.stanford.edu/R8qYatMQiyDngYOJTBdEojr",Class,"Latin","http://webprotege.stanford.edu/R8V9pHDUTUJOj8BPAw41loh"
"http://webprotege.stanford.edu/R8qfCednIHNFw6phfNllzfK",Class,"salsa","http://webprotege.stanford.edu/R8qYatMQiyDngYOJTBdEojr"
"http://webprotege.stanford.edu/R8qfn2lPmCQpuWQRXlBfmhp",Class,"Pumice","http://webprotege.stanford.edu/RB4KPq6ezB5egCXUBpf5NTH"
"http://webprotege.stanford.edu/R8qgdRiz8xvQuEBWczp1o7L",Class,"Dry [overlap with desert?]","http://webprotege.stanford.edu/RBVPiwKizEbOfiiOA2HVqcH"
"http://webprotege.stanford.edu/R8sXCGOSOhNCeUkEa80UQPT",Class,"Reflection","http://webprotege.stanford.edu/R8YfX2FG1XlAs3xHJeWZgSP"
"http://webprotege.stanford.edu/R8sYxjUk6By9f5A2hIotnFH",Class,"Female","http://webprotege.stanford.edu/RBDt4IgGCYlQ719PCfhnKlI"
"http://webprotege.stanford.edu/R8sh0HGwrjxQcEWxSLGbUh1",Class,"Area","http://webprotege.stanford.edu/RDRCZ5ckcauqQPpNPuVjY3a"
"http://webprotege.stanford.edu/R8t6Y1rEsP4BDryRClhs7Fp",Class,"Income Distribution","http://webprotege.stanford.edu/R9XZYW8aWhFScmAJISZnYE6"
"http://webprotege.stanford.edu/R8tIAwGhnoRBVoEMnrM1kNH",Class,"Prequarks, Preons","http://webprotege.stanford.edu/R9wdgsPRczqqcPEF6KGGBjX"
"http://webprotege.stanford.edu/R8tPpPk4FultcKiiIKMzLsB",Class,"mottle","http://webprotege.stanford.edu/RDVzYPYMqHAsoS7XoLTq14j"
"http://webprotege.stanford.edu/R8u9szA41oSBmQVlqAoUf7v",Class,"Film","http://webprotege.stanford.edu/R9zXEdSagPM7Wm0l6v6F49f"
"http://webprotege.stanford.edu/R8ufPZXAQWeyemcCPbHJGmp",Class,"aerophones","http://webprotege.stanford.edu/RB9X5Ni0oJmajBzKBvqcGmW"
"http://webprotege.stanford.edu/R8un07476naYTP889VfjzGr",Class,"Harzburgite","http://webprotege.stanford.edu/RB4KPq6ezB5egCXUBpf5NTH"
"http://webprotege.stanford.edu/R8vj6szmXeunccgkfaIQSWR",Class,"National governments","http://webprotege.stanford.edu/RDa2PuryaYzcxnRcxV3hJr7"
"http://webprotege.stanford.edu/R8vnkFfdIxRkcOQbjlxZv88",Class,"Single parent","http://webprotege.stanford.edu/R9Kfkd3d4GVExKqejLnqnWu"
"http://webprotege.stanford.edu/R8w0PSqk8PyEMqWmgUiQjhA",Class,"Electrical","http://webprotege.stanford.edu/RBpyoQs2AM1RZex9AoPRuwt"
"http://webprotege.stanford.edu/R8wHxhCZlFESKuiW74rTrll",Class,"Spin","http://webprotege.stanford.edu/RVLjcqFevgzyMGB5R7NdHQ"
"http://webprotege.stanford.edu/R8wIyizhegJoo52fTpxmatz",Class,"Western  (Country)","http://webprotege.stanford.edu/R8V9pHDUTUJOj8BPAw41loh"
"http://webprotege.stanford.edu/R8wMxH4qkX045OzMBDEoquk",Class,"Bowed keyboard instruments","http://webprotege.stanford.edu/Rwvx6hOuTklrBjWUBWjM50"
"http://webprotege.stanford.edu/R8wxvctJKeCpiGyFILPwQHv",Class,"End blown single","http://webprotege.stanford.edu/R9SRGPFDyB92L5qxl0nVnyY"
"http://webprotege.stanford.edu/R8x6w7WuXnqOcPaHYQn1a0x",Class,"Menarche (age of)","http://webprotege.stanford.edu/RBoXWcmLSQE7O0j04ZOmtcM"
"http://webprotege.stanford.edu/R8xOgO4tmUXpxvphPLJq7",Class,"Widowed","http://webprotege.stanford.edu/RCrJIc9rettcUigUkNn8ww3"
"http://webprotege.stanford.edu/R8xXXQO881np6Oy7devOS2g",Class,"Mercantilism","http://webprotege.stanford.edu/RBuuPqDFsWqtHCGodOdN70z"
"http://webprotege.stanford.edu/R8xhCKweBr461t66Cr8sRva",Class,"Claviorganum","http://webprotege.stanford.edu/Rfwhr8UfCfTZujNEwoPxnx"
"http://webprotege.stanford.edu/R8xszNNRdv5v2FYU61pPgMH",Class,"Column 17 in Periodic Table","http://webprotege.stanford.edu/RI62RBvsuiiIYRWPItKcu4"
"http://webprotege.stanford.edu/R8yGBfurgXqli6N6u6ICchy",Class,"Connectedness","http://webprotege.stanford.edu/RPX1HsIdqnTZ1fQAHOs7kk"
"http://webprotege.stanford.edu/R8yf7IapuDpaCAZgmHps363",Class,"Anonymous","http://webprotege.stanford.edu/RDEBOU8xDFVT2cLoqJzIfKi"
"http://webprotege.stanford.edu/R8yp9f8bA7vso9PcVGpmwr7",Class,"Identification with Group","http://webprotege.stanford.edu/RDoBGBzcU46Mql724FWV9Qs"
"http://webprotege.stanford.edu/R8yqaLpkMwUCCqJVKPn9bvy",Class,"Gut-strung harpsichord","http://webprotege.stanford.edu/Rfwhr8UfCfTZujNEwoPxnx"
"http://webprotege.stanford.edu/R8yqxey6OF5e9XWcY9qYVyN",Class,"Ijolite","http://webprotege.stanford.edu/RB4KPq6ezB5egCXUBpf5NTH"
"http://webprotege.stanford.edu/R8ysJd8TjKvttMKeFyTL6GW",Class,"plastic","http://webprotege.stanford.edu/RMBonEYY4AMewgKL5sqfBy"
"http://webprotege.stanford.edu/R8yzFEtqhqi5tchfcl8Rp47",Class,"Artifacts non-human","http://webprotege.stanford.edu/RCtpZGYxdDyJ5Et6Zt1s9nn"
"http://webprotege.stanford.edu/R8z8LDGge5I54a0YqT5A3az",Class,"Freedom","http://webprotege.stanford.edu/RBMvHkrryw93EJSFqp5H0Kz"
"http://webprotege.stanford.edu/R8zGLErspM0z8SYzsbTgLIs",Class,"Decade","http://webprotege.stanford.edu/RBLdcYx2ucfL75xxbKcxfTb"
"http://webprotege.stanford.edu/R8zjDYwl05sYz9KbJ8hFve6",Class,"South America","http://webprotege.stanford.edu/RDEyXmmqZhsBM2AiJ6BTyQd"
"http://webprotege.stanford.edu/R90DF1uupasE8fmb1hSouW2",Class,"Homosexual male sex","http://webprotege.stanford.edu/R3JfBR6YjIvtCOoFDI6XOb"
"http://webprotege.stanford.edu/R90UoWeFC5Yh39JpEmrebrQ",Class,"UFOs","http://webprotege.stanford.edu/R8yzFEtqhqi5tchfcl8Rp47"
"http://webprotege.stanford.edu/R90jNZQOeZTs3LuiDnvCTk2",Class,"Indoor","http://webprotege.stanford.edu/RDPOzBViAZgXJpzJ04UpZIP"
"http://webprotege.stanford.edu/R90uRPdmsTdoCnn9FLfqhfX",Class,"Bureaucracies","http://webprotege.stanford.edu/R9fJdFW1VnixmxuVY5REMK4"
"http://webprotege.stanford.edu/R91B9NpLh2JOvDw93eBUCYo",Class,"Consultants","http://webprotege.stanford.edu/RIJSkQJfhrF1mxlAobo3Ba"
"http://webprotege.stanford.edu/R91U7mae9yviND4JIzWwmKm",Class,"In person","http://webprotege.stanford.edu/RDEBOU8xDFVT2cLoqJzIfKi"
"http://webprotege.stanford.edu/R91UnOi5KEmztnjnxQu1PuP",Class,"Identity","http://webprotege.stanford.edu/R8So1hRuJ0SUdTjOWjl48qL","http://webprotege.stanford.edu/RBMvHkrryw93EJSFqp5H0Kz"
"http://webprotege.stanford.edu/R91qjgPIWzqTjNuudgRckfB",Class,"Public assembly","http://webprotege.stanford.edu/RB6YuQQe09YfzW6Rwsakziw"
"http://webprotege.stanford.edu/R920OGr7dBpvSU2aLGP6uZ5",Class,"intermediate star clusters","http://webprotege.stanford.edu/R87ZAgE9snkIWO8rwy5BXbe"
"http://webprotege.stanford.edu/R924HRFmHgp6J1AG0ivs1De",Class,"Firmicutes,","http://webprotege.stanford.edu/R99DsZlHpMlgAGgZkzNtZZB"
"http://webprotege.stanford.edu/R92CckTOxxFzGum1zfy253C",Class,"Idiographic, move to new equilibrium","http://webprotege.stanford.edu/R5YOgYYf0ilbWA2xNQx132","http://webprotege.stanford.edu/R79A2rVppj5rzZMZQwmq9iM","http://webprotege.stanford.edu/R7Jq5cDysejVoVHyMguhcFV","http://webprotege.stanford.edu/R7KOOWftZBJSne0qX4Ds3gp","http://webprotege.stanford.edu/R7jksNFSb5EU5du5iyLhTSp","http://webprotege.stanford.edu/R7lxFgWvgvpivr6az0qMht3","http://webprotege.stanford.edu/R8dtKynSqKYgjeVUpWRSe9J","http://webprotege.stanford.edu/R97tshUIVXHZ5Bih6yUfZur","http://webprotege.stanford.edu/R9OHt5iuT597lmRgcwwaUYG","http://webprotege.stanford.edu/R9bBGtZOT4Fwwk3qATAHUsA","http://webprotege.stanford.edu/R9jqegxVzFFKmHj38mdoo09","http://webprotege.stanford.edu/R9liKytIrPGrLcSVHp65Gjb","http://webprotege.stanford.edu/RBKfQlzJ269qwSd06I8QBWD","http://webprotege.stanford.edu/RBawFlfyvHDBi7KAA2ZHRCh","http://webprotege.stanford.edu/RBqAApgj70lzRbRwWiXlnJ7","http://webprotege.stanford.edu/RC3oD9vv4qhjMsrCknFuxmH","http://webprotege.stanford.edu/RC4AkqLeurTKOP6CmlVjjsR","http://webprotege.stanford.edu/RC5h2IQuQwyxuOiFLjgJsGL","http://webprotege.stanford.edu/RDWYVQiME4rHcoC3nDFi4hY","http://webprotege.stanford.edu/RDeMXk71v7ntfTafMrwhmbx","http://webprotege.stanford.edu/RDgUDbZnGwVhoa3DgDQk0FM","http://webprotege.stanford.edu/RDiBkrS6u9BWom6hQsga8BF","http://webprotege.stanford.edu/RDjf1B67KdHn6u8wzWZjkPF","http://webprotege.stanford.edu/RHiRkkms9LaHKjPts9Gnpd","http://webprotege.stanford.edu/RJc1LxWTUhKWFvgTrKpVjG","http://webprotege.stanford.edu/RQLx13ZYhZ3NmPzfDIGkPx","http://webprotege.stanford.edu/RdokrC7Yw0FXTKKstvFSr9","http://webprotege.stanford.edu/ReZXfU2PjgejCqMCOUyAvl","http://webprotege.stanford.edu/RfLoY6f7u1YSYn6kC6YfQp","http://webprotege.stanford.edu/RpmWF8w7ih3cV4JHBlZfDX"
"http://webprotege.stanford.edu/R92MvhtWxrFUud8YNILQ1rQ",Class,"Philosophy","http://webprotege.stanford.edu/R74zaPuG8eDOyD92EGoSqSC"
"http://webprotege.stanford.edu/R92V3YiJ2woSMXtb0JbuuZs",Class,"Mercury","http://webprotege.stanford.edu/R7hhafMKcrTzje6WmURjBhl"
"http://webprotege.stanford.edu/R92p8Q9zUmrXa5QBSFGPhHR",Class,"Frivolous (not)","http://webprotege.stanford.edu/RCkJfH2u0wWefl4NDY97625"
"http://webprotege.stanford.edu/R934NznQiK67otYoKUlpNbZ",Class,"Nursery school, pre-school","http://webprotege.stanford.edu/RCfKWChFxtFo9XMugQSD0Ov"
"http://webprotege.stanford.edu/R937Idg9knct44pehLQylh",Class,"Lymphatic system","http://webprotege.stanford.edu/R8ZtVX6jQSZcrXAEVwWowLS"
"http://webprotege.stanford.edu/R93891DlojcS8YH2eUorovd",Class,"Causes of death","http://webprotege.stanford.edu/RCgrd355NXTrUolt7mu3q7f"
"http://webprotege.stanford.edu/R93Ev5UFTr0bK92QE4DpkeG",Class,"Saturday","http://webprotege.stanford.edu/RBLdcYx2ucfL75xxbKcxfTb"
"http://webprotege.stanford.edu/R93KZuapFvlITX33PNzERkC",Class,"Licenses","http://webprotege.stanford.edu/RCJCeQrcQWNOzucUzqYKmiu"
"http://webprotege.stanford.edu/R93O6MrUwQSMNGknRCzR1AN",Class,"Piano-organ","http://webprotege.stanford.edu/Rfwhr8UfCfTZujNEwoPxnx"
"http://webprotege.stanford.edu/R93QhcRnvsX8eAa3Ksx6Ey8",Class,"Stapled","http://webprotege.stanford.edu/RBnzAZIgiiAY8fx8RP7YceQ"
"http://webprotege.stanford.edu/R93qTQ4VJxYikZ8saHryAKI",Class,"Private versus public","http://webprotege.stanford.edu/RDEBOU8xDFVT2cLoqJzIfKi"
"http://webprotege.stanford.edu/R9441lZPpFW2gfDDy5bXUwg",Class,"Epistemology","http://webprotege.stanford.edu/R92MvhtWxrFUud8YNILQ1rQ"
"http://webprotege.stanford.edu/R94Le3BvoCVRtcYWBxTs9Fj",Class,"Hurricane","http://webprotege.stanford.edu/R8FzXRpb1yEV55EnPzufud5","http://webprotege.stanford.edu/RCmaXRaRiBlX0ouyW7C6Gpd"
